FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,ACCION,CANTIDAD
01/01/2010,50,META,50350,LA MACARENA,HERIDO,1
01/01/2010,27,CHOCO,27787,TADO,HERIDO,1
01/01/2010,05,ANTIOQUIA,05266,ENVIGADO,HERIDO,1
01/01/2010,05,ANTIOQUIA,05308,GIRARDOTA,HERIDO,1
01/01/2010,19,CAUCA,19050,ARGELIA,HERIDO,2
01/01/2010,52,NARIÑO,52612,RICAURTE,HERIDO,4
01/01/2010,70,SUCRE,70204,COLOSO,HERIDO,1
01/01/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
01/01/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
01/01/2010,76,VALLE DEL CAUCA,76275,FLORIDA,HERIDO,2
02/01/2010,52,NARIÑO,52079,BARBACOAS,HERIDO,1
02/01/2010,19,CAUCA,19548,PIENDAMO,HERIDO,1
02/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
03/01/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
03/01/2010,05,ANTIOQUIA,05030,AMAGA,HERIDO,1
03/01/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
03/01/2010,27,CHOCO,27001,QUIBDO,HERIDO,1
04/01/2010,85,CASANARE,85125,HATO COROZAL,ASESINADO,1
04/01/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
04/01/2010,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
04/01/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
05/01/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
05/01/2010,86,PUTUMAYO,86001,MOCOA,ASESINADO,1
05/01/2010,15,BOYACA,15001,TUNJA,HERIDO,1
05/01/2010,86,PUTUMAYO,86001,MOCOA,HERIDO,1
06/01/2010,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,ASESINADO,1
06/01/2010,52,NARIÑO,52573,PUERRES,HERIDO,1
06/01/2010,05,ANTIOQUIA,05761,SOPETRAN,ASESINADO,1
06/01/2010,05,ANTIOQUIA,05761,SOPETRAN,ASESINADO,1
06/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
06/01/2010,44,LA GUAJIRA,44847,URIBIA,HERIDO,1
06/01/2010,52,NARIÑO,52001,PASTO,HERIDO,1
06/01/2010,52,NARIÑO,52720,SAPUYES,HERIDO,1
07/01/2010,50,META,50370,URIBE,ASESINADO,1
07/01/2010,50,META,50370,URIBE,HERIDO,1
07/01/2010,50,META,50370,URIBE,HERIDO,1
08/01/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
08/01/2010,73,TOLIMA,73675,SAN ANTONIO,HERIDO,1
08/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
09/01/2010,05,ANTIOQUIA,05790,TARAZA,HERIDO,1
09/01/2010,52,NARIÑO,52256,EL ROSARIO,HERIDO,1
09/01/2010,19,CAUCA,19100,BOLIVAR,HERIDO,2
10/01/2010,19,CAUCA,19142,CALOTO,HERIDO,1
10/01/2010,18,CAQUETA,18205,CURILLO,HERIDO,1
10/01/2010,19,CAUCA,19807,TIMBIO,HERIDO,1
10/01/2010,25,CUNDINAMARCA,25402,LA VEGA,HERIDO,1
10/01/2010,41,HUILA,41001,NEIVA,HERIDO,1
10/01/2010,50,META,50001,VILLAVICENCIO,HERIDO,1
10/01/2010,50,META,50001,VILLAVICENCIO,HERIDO,1
11/01/2010,15,BOYACA,15839,TUTAZA,ASESINADO,1
11/01/2010,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,ASESINADO,1
11/01/2010,15,BOYACA,15839,TUTAZA,HERIDO,1
11/01/2010,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,HERIDO,1
11/01/2010,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,HERIDO,1
11/01/2010,50,META,50711,VISTAHERMOSA,HERIDO,1
11/01/2010,50,META,50370,URIBE,HERIDO,1
11/01/2010,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,HERIDO,1
11/01/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
11/01/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
11/01/2010,25,CUNDINAMARCA,25335,GUAYABETAL,HERIDO,1
12/01/2010,15,BOYACA,15238,DUITAMA,HERIDO,1
12/01/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
13/01/2010,54,NORTE DE SANTANDER,54250,EL TARRA,HERIDO,1
13/01/2010,54,NORTE DE SANTANDER,54250,EL TARRA,HERIDO,1
13/01/2010,54,NORTE DE SANTANDER,54250,EL TARRA,ASESINADO,1
13/01/2010,70,SUCRE,70823,TOLU VIEJO,HERIDO,1
13/01/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
14/01/2010,50,META,50001,VILLAVICENCIO,HERIDO,1
15/01/2010,27,CHOCO,27150,CARMEN DEL DARIEN,HERIDO,1
15/01/2010,27,CHOCO,27150,CARMEN DEL DARIEN,HERIDO,1
15/01/2010,27,CHOCO,27150,CARMEN DEL DARIEN,HERIDO,1
15/01/2010,41,HUILA,41357,IQUIRA,ASESINADO,1
15/01/2010,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,HERIDO,1
15/01/2010,41,HUILA,41357,IQUIRA,HERIDO,1
15/01/2010,50,META,50001,VILLAVICENCIO,HERIDO,1
16/01/2010,52,NARIÑO,52385,LA LLANADA,ASESINADO,1
16/01/2010,23,CORDOBA,23807,TIERRALTA,HERIDO,1
16/01/2010,41,HUILA,41524,PALERMO,ASESINADO,2
16/01/2010,17,CALDAS,17001,MANIZALES,HERIDO,1
16/01/2010,19,CAUCA,19001,POPAYAN,HERIDO,2
16/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,3
16/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
16/01/2010,25,CUNDINAMARCA,25175,CHIA,HERIDO,1
16/01/2010,41,HUILA,41524,PALERMO,HERIDO,2
16/01/2010,76,VALLE DEL CAUCA,76364,JAMUNDI,HERIDO,1
17/01/2010,18,CAQUETA,18410,LA MONTAÑITA,ASESINADO,1
17/01/2010,19,CAUCA,19212,CORINTO,ASESINADO,1
17/01/2010,19,CAUCA,19212,CORINTO,ASESINADO,1
17/01/2010,19,CAUCA,19212,CORINTO,HERIDO,1
17/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",ASESINADO,1
17/01/2010,08,ATLANTICO,08001,BARRANQUILLA,HERIDO,2
17/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
17/01/2010,54,NORTE DE SANTANDER,54003,ABREGO,HERIDO,2
17/01/2010,68,SANTANDER,68001,BUCARAMANGA,HERIDO,1
17/01/2010,68,SANTANDER,68406,LEBRIJA,HERIDO,1
17/01/2010,70,SUCRE,70001,SINCELEJO,HERIDO,1
17/01/2010,70,SUCRE,70001,SINCELEJO,HERIDO,1
17/01/2010,70,SUCRE,70001,SINCELEJO,HERIDO,1
17/01/2010,73,TOLIMA,73001,IBAGUE,HERIDO,1
18/01/2010,15,BOYACA,15837,TUTA,HERIDO,1
19/01/2010,50,META,50330,MESETAS,HERIDO,2
20/01/2010,52,NARIÑO,52079,BARBACOAS,HERIDO,1
20/01/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
20/01/2010,54,NORTE DE SANTANDER,54250,EL TARRA,HERIDO,1
20/01/2010,54,NORTE DE SANTANDER,54250,EL TARRA,HERIDO,1
20/01/2010,76,VALLE DEL CAUCA,76147,CARTAGO,HERIDO,1
21/01/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
21/01/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
21/01/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
21/01/2010,19,CAUCA,19532,PATIA,ASESINADO,1
21/01/2010,19,CAUCA,19532,PATIA,HERIDO,1
21/01/2010,50,META,50313,GRANADA,HERIDO,1
22/01/2010,05,ANTIOQUIA,05120,CACERES,HERIDO,1
22/01/2010,54,NORTE DE SANTANDER,54398,LA PLAYA,HERIDO,1
22/01/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
22/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
22/01/2010,50,META,50711,VISTAHERMOSA,HERIDO,1
22/01/2010,76,VALLE DEL CAUCA,76834,TULUA,HERIDO,1
23/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
23/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
23/01/2010,25,CUNDINAMARCA,25175,CHIA,HERIDO,1
24/01/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
25/01/2010,19,CAUCA,19780,SUAREZ,HERIDO,1
25/01/2010,19,CAUCA,19780,SUAREZ,HERIDO,1
25/01/2010,41,HUILA,41020,ALGECIRAS,HERIDO,1
25/01/2010,41,HUILA,41020,ALGECIRAS,HERIDO,1
25/01/2010,19,CAUCA,19780,SUAREZ,HERIDO,1
25/01/2010,50,META,50325,MAPIRIPAN,HERIDO,1
25/01/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
25/01/2010,17,CALDAS,17867,VICTORIA,HERIDO,1
26/01/2010,50,META,50370,URIBE,HERIDO,1
26/01/2010,50,META,50370,URIBE,HERIDO,1
27/01/2010,19,CAUCA,19256,EL TAMBO,ASESINADO,1
27/01/2010,05,ANTIOQUIA,05234,DABEIBA,HERIDO,1
27/01/2010,52,NARIÑO,52621,ROBERTO PAYAN,HERIDO,1
27/01/2010,73,TOLIMA,73001,IBAGUE,HERIDO,1
28/01/2010,23,CORDOBA,23807,TIERRALTA,HERIDO,1
28/01/2010,41,HUILA,41799,TELLO,HERIDO,1
29/01/2010,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,ASESINADO,1
30/01/2010,81,ARAUCA,81591,PUERTO RONDON,ASESINADO,1
30/01/2010,81,ARAUCA,81591,PUERTO RONDON,ASESINADO,1
30/01/2010,97,VAUPES,97161,CARURU,HERIDO,1
30/01/2010,81,ARAUCA,81591,PUERTO RONDON,ASESINADO,1
30/01/2010,81,ARAUCA,81591,PUERTO RONDON,ASESINADO,4
30/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
30/01/2010,52,NARIÑO,52621,ROBERTO PAYAN,HERIDO,1
30/01/2010,52,NARIÑO,52621,ROBERTO PAYAN,HERIDO,1
30/01/2010,52,NARIÑO,52621,ROBERTO PAYAN,HERIDO,1
31/01/2010,19,CAUCA,19137,CALDONO,ASESINADO,1
31/01/2010,19,CAUCA,19137,CALDONO,HERIDO,1
31/01/2010,54,NORTE DE SANTANDER,54800,TEORAMA,HERIDO,1
31/01/2010,54,NORTE DE SANTANDER,54800,TEORAMA,HERIDO,1
31/01/2010,54,NORTE DE SANTANDER,54800,TEORAMA,HERIDO,1
31/01/2010,19,CAUCA,19137,CALDONO,HERIDO,1
31/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
31/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
31/01/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
31/01/2010,52,NARIÑO,52435,MALLAMA,HERIDO,2
31/01/2010,68,SANTANDER,68770,SUAITA,HERIDO,1
31/01/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
01/02/2010,76,VALLE DEL CAUCA,76109,BUENAVENTURA,HERIDO,1
01/02/2010,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,ASESINADO,1
01/02/2010,76,VALLE DEL CAUCA,76109,BUENAVENTURA,HERIDO,1
01/02/2010,76,VALLE DEL CAUCA,76109,BUENAVENTURA,HERIDO,1
02/02/2010,95,GUAVIARE,95200,MIRAFLORES,ASESINADO,1
02/02/2010,54,NORTE DE SANTANDER,54250,EL TARRA,ASESINADO,2
02/02/2010,05,ANTIOQUIA,05360,ITAGUI,HERIDO,1
03/02/2010,50,META,50711,VISTAHERMOSA,ASESINADO,1
04/02/2010,05,ANTIOQUIA,05120,CACERES,HERIDO,1
04/02/2010,05,ANTIOQUIA,05088,BELLO,HERIDO,1
05/02/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
05/02/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
05/02/2010,50,META,50330,MESETAS,HERIDO,1
05/02/2010,54,NORTE DE SANTANDER,54344,HACARI,HERIDO,1
06/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
06/02/2010,50,META,50370,URIBE,HERIDO,1
06/02/2010,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,1
07/02/2010,15,BOYACA,15740,SIACHOQUE,HERIDO,1
07/02/2010,17,CALDAS,17513,PACORA,HERIDO,1
07/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
07/02/2010,52,NARIÑO,52678,SAMANIEGO,HERIDO,6
08/02/2010,18,CAQUETA,18001,FLORENCIA,HERIDO,1
08/02/2010,25,CUNDINAMARCA,25785,TABIO,HERIDO,1
08/02/2010,41,HUILA,41615,RIVERA,HERIDO,1
08/02/2010,41,HUILA,41615,RIVERA,HERIDO,1
09/02/2010,68,SANTANDER,68406,LEBRIJA,HERIDO,1
09/02/2010,23,CORDOBA,23807,TIERRALTA,HERIDO,1
09/02/2010,41,HUILA,41078,BARAYA,HERIDO,1
09/02/2010,25,CUNDINAMARCA,25260,EL ROSAL,HERIDO,1
09/02/2010,41,HUILA,41001,NEIVA,HERIDO,1
10/02/2010,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
10/02/2010,52,NARIÑO,52678,SAMANIEGO,HERIDO,1
10/02/2010,81,ARAUCA,81794,TAME,ASESINADO,1
10/02/2010,68,SANTANDER,68307,GIRON,HERIDO,1
11/02/2010,76,VALLE DEL CAUCA,76109,BUENAVENTURA,HERIDO,1
11/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,3
11/02/2010,63,QUINDIO,63130,CALARCA,HERIDO,1
12/02/2010,05,ANTIOQUIA,05045,APARTADO,ASESINADO,1
12/02/2010,25,CUNDINAMARCA,25754,SOACHA,HERIDO,1
12/02/2010,63,QUINDIO,63001,ARMENIA,HERIDO,1
12/02/2010,70,SUCRE,70215,COROZAL,HERIDO,1
13/02/2010,19,CAUCA,19142,CALOTO,HERIDO,1
13/02/2010,05,ANTIOQUIA,05120,CACERES,ASESINADO,1
13/02/2010,50,META,50370,URIBE,HERIDO,1
13/02/2010,05,ANTIOQUIA,05001,MEDELLIN,ASESINADO,1
13/02/2010,19,CAUCA,19455,MIRANDA,HERIDO,1
13/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
13/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
13/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
13/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
14/02/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
14/02/2010,52,NARIÑO,52678,SAMANIEGO,HERIDO,1
14/02/2010,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,ASESINADO,4
14/02/2010,19,CAUCA,19001,POPAYAN,HERIDO,1
14/02/2010,19,CAUCA,19001,POPAYAN,HERIDO,1
14/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
14/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
14/02/2010,50,META,50226,CUMARAL,HERIDO,2
15/02/2010,54,NORTE DE SANTANDER,54250,EL TARRA,HERIDO,1
15/02/2010,25,CUNDINAMARCA,25817,TOCANCIPA,HERIDO,1
16/02/2010,81,ARAUCA,81065,ARAUQUITA,ASESINADO,1
16/02/2010,86,PUTUMAYO,86569,PUERTO CAICEDO,ASESINADO,1
16/02/2010,05,ANTIOQUIA,05031,AMALFI,ASESINADO,1
16/02/2010,86,PUTUMAYO,86569,PUERTO CAICEDO,HERIDO,1
16/02/2010,05,ANTIOQUIA,05031,AMALFI,HERIDO,1
16/02/2010,05,ANTIOQUIA,05031,AMALFI,HERIDO,1
16/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
16/02/2010,73,TOLIMA,73001,IBAGUE,HERIDO,1
17/02/2010,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
17/02/2010,23,CORDOBA,23807,TIERRALTA,HERIDO,1
17/02/2010,05,ANTIOQUIA,05642,SALGAR,HERIDO,1
17/02/2010,05,ANTIOQUIA,05647,SAN ANDRES DE CUERQUIA,HERIDO,2
17/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
17/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
17/02/2010,76,VALLE DEL CAUCA,76109,BUENAVENTURA,HERIDO,1
18/02/2010,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
18/02/2010,50,META,50330,MESETAS,HERIDO,1
18/02/2010,50,META,50330,MESETAS,HERIDO,1
18/02/2010,50,META,50330,MESETAS,HERIDO,1
18/02/2010,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
18/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
18/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
19/02/2010,25,CUNDINAMARCA,25269,FACATATIVA,HERIDO,2
19/02/2010,47,MAGDALENA,47170,CHIBOLO,HERIDO,1
20/02/2010,54,NORTE DE SANTANDER,54344,HACARI,HERIDO,1
20/02/2010,54,NORTE DE SANTANDER,54344,HACARI,HERIDO,1
20/02/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
20/02/2010,08,ATLANTICO,08638,SABANALARGA,HERIDO,1
20/02/2010,25,CUNDINAMARCA,25407,LENGUAZAQUE,HERIDO,2
21/02/2010,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
21/02/2010,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
21/02/2010,95,GUAVIARE,95200,MIRAFLORES,HERIDO,1
21/02/2010,95,GUAVIARE,95200,MIRAFLORES,HERIDO,1
21/02/2010,25,CUNDINAMARCA,25307,GIRARDOT,ASESINADO,1
21/02/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
21/02/2010,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,HERIDO,1
21/02/2010,70,SUCRE,70823,TOLU VIEJO,HERIDO,1
22/02/2010,23,CORDOBA,23580,PUERTO LIBERTADOR,ASESINADO,1
22/02/2010,23,CORDOBA,23580,PUERTO LIBERTADOR,HERIDO,1
22/02/2010,73,TOLIMA,73001,IBAGUE,ASESINADO,1
22/02/2010,19,CAUCA,19698,SANTANDER DE QUILICHAO,HERIDO,1
22/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
22/02/2010,25,CUNDINAMARCA,25402,LA VEGA,HERIDO,1
23/02/2010,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
23/02/2010,95,GUAVIARE,95200,MIRAFLORES,HERIDO,1
23/02/2010,95,GUAVIARE,95200,MIRAFLORES,HERIDO,1
23/02/2010,73,TOLIMA,73616,RIOBLANCO,HERIDO,1
23/02/2010,25,CUNDINAMARCA,25290,FUSAGASUGA,HERIDO,1
23/02/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
24/02/2010,95,GUAVIARE,95200,MIRAFLORES,HERIDO,1
24/02/2010,05,ANTIOQUIA,05854,VALDIVIA,ASESINADO,1
24/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
24/02/2010,25,CUNDINAMARCA,25307,GIRARDOT,HERIDO,1
25/02/2010,19,CAUCA,19585,PURACE,ASESINADO,2
25/02/2010,19,CAUCA,19585,PURACE,ASESINADO,1
25/02/2010,17,CALDAS,17001,MANIZALES,HERIDO,1
25/02/2010,19,CAUCA,19001,POPAYAN,HERIDO,1
25/02/2010,19,CAUCA,19585,PURACE,HERIDO,9
25/02/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
25/02/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
25/02/2010,76,VALLE DEL CAUCA,76275,FLORIDA,HERIDO,1
26/02/2010,19,CAUCA,19142,CALOTO,ASESINADO,1
26/02/2010,15,BOYACA,15001,TUNJA,HERIDO,1
26/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
26/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
27/02/2010,81,ARAUCA,81300,FORTUL,ASESINADO,1
27/02/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
27/02/2010,99,VICHADA,99001,PUERTO CARREÑO,HERIDO,1
28/02/2010,19,CAUCA,19256,EL TAMBO,ASESINADO,1
28/02/2010,19,CAUCA,19137,CALDONO,HERIDO,1
28/02/2010,23,CORDOBA,23807,TIERRALTA,HERIDO,1
28/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
28/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
28/02/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
28/02/2010,66,RISARALDA,66682,SANTA ROSA DE CABAL,HERIDO,1
28/02/2010,76,VALLE DEL CAUCA,76130,CANDELARIA,HERIDO,1
01/03/2010,76,VALLE DEL CAUCA,76670,SAN PEDRO,ASESINADO,1
01/03/2010,13,BOLIVAR,13580,REGIDOR,HERIDO,1
01/03/2010,25,CUNDINAMARCA,25001,AGUA DE DIOS,ASESINADO,1
01/03/2010,08,ATLANTICO,08758,SOLEDAD,HERIDO,1
01/03/2010,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
01/03/2010,18,CAQUETA,18001,FLORENCIA,HERIDO,1
01/03/2010,25,CUNDINAMARCA,25001,AGUA DE DIOS,HERIDO,1
01/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
01/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
01/03/2010,25,CUNDINAMARCA,25530,PARATEBUENO,HERIDO,1
01/03/2010,25,CUNDINAMARCA,25799,TENJO,HERIDO,1
02/03/2010,76,VALLE DEL CAUCA,76109,BUENAVENTURA,HERIDO,1
02/03/2010,17,CALDAS,17001,MANIZALES,HERIDO,1
02/03/2010,68,SANTANDER,68755,SOCORRO,HERIDO,1
03/03/2010,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,HERIDO,1
03/03/2010,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,HERIDO,1
04/03/2010,18,CAQUETA,18256,EL PAUJIL,ASESINADO,1
04/03/2010,18,CAQUETA,18256,EL PAUJIL,ASESINADO,1
04/03/2010,05,ANTIOQUIA,05659,SAN JUAN DE URABA,ASESINADO,1
04/03/2010,19,CAUCA,19532,PATIA,HERIDO,1
04/03/2010,86,PUTUMAYO,86001,MOCOA,HERIDO,1
05/03/2010,18,CAQUETA,18256,EL PAUJIL,ASESINADO,1
05/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
05/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
05/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
05/03/2010,25,CUNDINAMARCA,25175,CHIA,HERIDO,1
05/03/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
05/03/2010,76,VALLE DEL CAUCA,76520,PALMIRA,HERIDO,1
06/03/2010,54,NORTE DE SANTANDER,54206,CONVENCION,ASESINADO,1
06/03/2010,54,NORTE DE SANTANDER,54206,CONVENCION,ASESINADO,1
06/03/2010,18,CAQUETA,18592,PUERTO RICO,HERIDO,1
06/03/2010,54,NORTE DE SANTANDER,54003,ABREGO,HERIDO,1
06/03/2010,54,NORTE DE SANTANDER,54003,ABREGO,HERIDO,1
06/03/2010,05,ANTIOQUIA,05315,GUADALUPE,HERIDO,1
06/03/2010,76,VALLE DEL CAUCA,76834,TULUA,HERIDO,1
07/03/2010,81,ARAUCA,81794,TAME,HERIDO,1
07/03/2010,81,ARAUCA,81794,TAME,HERIDO,1
07/03/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
07/03/2010,05,ANTIOQUIA,05631,SABANETA,HERIDO,1
07/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
07/03/2010,25,CUNDINAMARCA,25754,SOACHA,HERIDO,1
07/03/2010,73,TOLIMA,73622,RONCESVALLES,HERIDO,1
07/03/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
08/03/2010,05,ANTIOQUIA,05495,NECHI,HERIDO,1
08/03/2010,85,CASANARE,85010,AGUAZUL,HERIDO,1
08/03/2010,41,HUILA,41660,SALADOBLANCO,HERIDO,1
08/03/2010,23,CORDOBA,23815,TUCHIN,HERIDO,1
08/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
08/03/2010,76,VALLE DEL CAUCA,76147,CARTAGO,HERIDO,1
09/03/2010,18,CAQUETA,18785,SOLITA,HERIDO,1
09/03/2010,05,ANTIOQUIA,05172,CHIGORODO,HERIDO,1
09/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,7
09/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,8
09/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
09/03/2010,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
09/03/2010,52,NARIÑO,52001,PASTO,HERIDO,1
09/03/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
10/03/2010,50,META,50711,VISTAHERMOSA,HERIDO,1
10/03/2010,85,CASANARE,85010,AGUAZUL,HERIDO,1
10/03/2010,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
10/03/2010,50,META,50711,VISTAHERMOSA,HERIDO,1
10/03/2010,70,SUCRE,70001,SINCELEJO,HERIDO,1
10/03/2010,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
11/03/2010,05,ANTIOQUIA,05647,SAN ANDRES DE CUERQUIA,ASESINADO,1
11/03/2010,05,ANTIOQUIA,05107,BRICEÑO,HERIDO,1
11/03/2010,05,ANTIOQUIA,05107,BRICEÑO,HERIDO,1
11/03/2010,05,ANTIOQUIA,05266,ENVIGADO,HERIDO,1
11/03/2010,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,2
11/03/2010,52,NARIÑO,52079,BARBACOAS,HERIDO,2
12/03/2010,05,ANTIOQUIA,05628,SABANALARGA,HERIDO,1
12/03/2010,18,CAQUETA,18756,SOLANO,HERIDO,1
12/03/2010,54,NORTE DE SANTANDER,54670,SAN CALIXTO,HERIDO,1
12/03/2010,85,CASANARE,85010,AGUAZUL,HERIDO,1
12/03/2010,66,RISARALDA,66001,PEREIRA,HERIDO,1
12/03/2010,70,SUCRE,70001,SINCELEJO,HERIDO,1
13/03/2010,05,ANTIOQUIA,05045,APARTADO,HERIDO,1
13/03/2010,19,CAUCA,19142,CALOTO,HERIDO,1
13/03/2010,19,CAUCA,19142,CALOTO,HERIDO,1
13/03/2010,19,CAUCA,19142,CALOTO,HERIDO,1
