FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,ACCION,CANTIDAD
08/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
09/05/2015,18,CAQUETA,18247,EL DONCELLO,ASESINADO,1
09/05/2015,15,BOYACA,15223,CUBARA,ASESINADO,1
09/05/2015,15,BOYACA,15223,CUBARA,ASESINADO,1
09/05/2015,18,CAQUETA,18247,EL DONCELLO,HERIDO,1
09/05/2015,18,CAQUETA,18247,EL DONCELLO,HERIDO,1
09/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
09/05/2015,52,NARIÑO,52001,PASTO,HERIDO,1
09/05/2015,76,VALLE DEL CAUCA,76364,JAMUNDI,HERIDO,2
10/05/2015,18,CAQUETA,18756,SOLANO,ASESINADO,1
10/05/2015,18,CAQUETA,18592,PUERTO RICO,HERIDO,1
10/05/2015,05,ANTIOQUIA,05030,AMAGA,HERIDO,1
10/05/2015,05,ANTIOQUIA,05376,LA CEJA,HERIDO,1
10/05/2015,05,ANTIOQUIA,05670,SAN ROQUE,HERIDO,1
10/05/2015,18,CAQUETA,18460,MILAN,HERIDO,1
10/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
10/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
10/05/2015,66,RISARALDA,66170,DOSQUEBRADAS,HERIDO,2
10/05/2015,68,SANTANDER,68081,BARRANCABERMEJA,HERIDO,1
11/05/2015,50,META,50577,PUERTO LLERAS,HERIDO,1
11/05/2015,08,ATLANTICO,08001,BARRANQUILLA,HERIDO,1
11/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
12/05/2015,18,CAQUETA,18592,PUERTO RICO,ASESINADO,1
12/05/2015,27,CHOCO,27800,UNGUIA,ASESINADO,1
12/05/2015,05,ANTIOQUIA,05079,BARBOSA,HERIDO,1
12/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
12/05/2015,76,VALLE DEL CAUCA,76147,CARTAGO,HERIDO,1
12/05/2015,76,VALLE DEL CAUCA,76520,PALMIRA,HERIDO,1
13/05/2015,20,CESAR,20621,LA PAZ,HERIDO,1
13/05/2015,54,NORTE DE SANTANDER,54001,CUCUTA,ASESINADO,1
13/05/2015,05,ANTIOQUIA,05042,SANTAFE DE ANTIOQUIA,HERIDO,1
13/05/2015,05,ANTIOQUIA,05042,SANTAFE DE ANTIOQUIA,HERIDO,1
13/05/2015,05,ANTIOQUIA,05847,URRAO,HERIDO,1
13/05/2015,19,CAUCA,19698,SANTANDER DE QUILICHAO,HERIDO,1
13/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
13/05/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
14/05/2015,23,CORDOBA,23001,MONTERIA,HERIDO,3
14/05/2015,68,SANTANDER,68820,TONA,HERIDO,1
14/05/2015,68,SANTANDER,68820,TONA,HERIDO,2
14/05/2015,76,VALLE DEL CAUCA,76275,FLORIDA,HERIDO,1
15/05/2015,05,ANTIOQUIA,05667,SAN RAFAEL,HERIDO,1
15/05/2015,54,NORTE DE SANTANDER,54810,TIBU,HERIDO,1
15/05/2015,54,NORTE DE SANTANDER,54810,TIBU,HERIDO,1
16/05/2015,19,CAUCA,19698,SANTANDER DE QUILICHAO,HERIDO,1
16/05/2015,52,NARIÑO,52381,LA FLORIDA,HERIDO,5
16/05/2015,52,NARIÑO,52381,LA FLORIDA,HERIDO,1
16/05/2015,52,NARIÑO,52381,LA FLORIDA,HERIDO,1
16/05/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
17/05/2015,05,ANTIOQUIA,05576,PUEBLORRICO,HERIDO,1
17/05/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
17/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
17/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
17/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
17/05/2015,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,HERIDO,1
17/05/2015,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,HERIDO,1
17/05/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
18/05/2015,52,NARIÑO,52678,SAMANIEGO,ASESINADO,1
18/05/2015,05,ANTIOQUIA,05501,OLAYA,HERIDO,1
18/05/2015,15,BOYACA,15407,VILLA DE LEYVA,HERIDO,1
18/05/2015,41,HUILA,41349,HOBO,HERIDO,1
18/05/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
19/05/2015,54,NORTE DE SANTANDER,54810,TIBU,HERIDO,1
19/05/2015,19,CAUCA,19573,PUERTO TEJADA,HERIDO,1
19/05/2015,68,SANTANDER,68861,VELEZ,HERIDO,1
20/05/2015,15,BOYACA,15001,TUNJA,HERIDO,1
20/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,7
21/05/2015,73,TOLIMA,73616,RIOBLANCO,HERIDO,1
21/05/2015,73,TOLIMA,73616,RIOBLANCO,HERIDO,1
21/05/2015,19,CAUCA,19318,GUAPI,HERIDO,1
21/05/2015,05,ANTIOQUIA,05376,LA CEJA,HERIDO,1
21/05/2015,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
21/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
22/05/2015,54,NORTE DE SANTANDER,54344,HACARI,ASESINADO,1
22/05/2015,50,META,50370,URIBE,HERIDO,1
23/05/2015,17,CALDAS,17513,PACORA,ASESINADO,2
23/05/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,ASESINADO,1
23/05/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
23/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
23/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
23/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
23/05/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,3
23/05/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
23/05/2015,76,VALLE DEL CAUCA,76834,TULUA,HERIDO,1
24/05/2015,44,LA GUAJIRA,44855,URUMITA,HERIDO,1
24/05/2015,05,ANTIOQUIA,05266,ENVIGADO,HERIDO,1
24/05/2015,08,ATLANTICO,08001,BARRANQUILLA,HERIDO,1
24/05/2015,08,ATLANTICO,08001,BARRANQUILLA,HERIDO,1
24/05/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
24/05/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
24/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
24/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
24/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
24/05/2015,41,HUILA,41483,NATAGA,HERIDO,1
24/05/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
24/05/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
25/05/2015,50,META,50370,URIBE,HERIDO,1
25/05/2015,50,META,50370,URIBE,HERIDO,1
25/05/2015,50,META,50370,URIBE,HERIDO,1
25/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
25/05/2015,25,CUNDINAMARCA,25290,FUSAGASUGA,HERIDO,1
26/05/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,1
26/05/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,1
26/05/2015,15,BOYACA,15759,SOGAMOSO,HERIDO,1
26/05/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,2
27/05/2015,19,CAUCA,19455,MIRANDA,HERIDO,1
27/05/2015,19,CAUCA,19212,CORINTO,HERIDO,1
27/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
27/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
27/05/2015,52,NARIÑO,52390,LA TOLA,HERIDO,1
27/05/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,1
27/05/2015,68,SANTANDER,68368,JESUS MARIA,HERIDO,1
27/05/2015,68,SANTANDER,68368,JESUS MARIA,HERIDO,1
28/05/2015,81,ARAUCA,81065,ARAUQUITA,ASESINADO,1
28/05/2015,81,ARAUCA,81065,ARAUQUITA,ASESINADO,1
28/05/2015,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
28/05/2015,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
28/05/2015,81,ARAUCA,81065,ARAUQUITA,HERIDO,1
28/05/2015,81,ARAUCA,81065,ARAUQUITA,ASESINADO,1
28/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
28/05/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,4
29/05/2015,81,ARAUCA,81001,ARAUCA,HERIDO,1
29/05/2015,08,ATLANTICO,08001,BARRANQUILLA,HERIDO,1
29/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
29/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
29/05/2015,41,HUILA,41001,NEIVA,HERIDO,1
29/05/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,2
30/05/2015,52,NARIÑO,52256,EL ROSARIO,HERIDO,1
30/05/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,1
30/05/2015,19,CAUCA,19050,ARGELIA,HERIDO,1
30/05/2015,19,CAUCA,19050,ARGELIA,HERIDO,1
30/05/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
30/05/2015,15,BOYACA,15776,SUTAMARCHAN,HERIDO,1
30/05/2015,86,PUTUMAYO,86001,MOCOA,HERIDO,1
30/05/2015,76,VALLE DEL CAUCA,76364,JAMUNDI,HERIDO,1
31/05/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
31/05/2015,18,CAQUETA,18001,FLORENCIA,HERIDO,1
31/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
31/05/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
31/05/2015,25,CUNDINAMARCA,25754,SOACHA,HERIDO,1
31/05/2015,68,SANTANDER,68001,BUCARAMANGA,HERIDO,1
01/06/2015,54,NORTE DE SANTANDER,54720,SARDINATA,ASESINADO,1
01/06/2015,23,CORDOBA,23001,MONTERIA,HERIDO,1
01/06/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,2
01/06/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,1
01/06/2015,54,NORTE DE SANTANDER,54720,SARDINATA,HERIDO,1
01/06/2015,76,VALLE DEL CAUCA,76109,BUENAVENTURA,HERIDO,1
01/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,3
01/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
02/06/2015,19,CAUCA,19455,MIRANDA,ASESINADO,1
02/06/2015,19,CAUCA,19548,PIENDAMO,HERIDO,1
03/06/2015,05,ANTIOQUIA,05282,FREDONIA,HERIDO,4
03/06/2015,05,ANTIOQUIA,05282,FREDONIA,HERIDO,1
03/06/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
03/06/2015,50,META,50001,VILLAVICENCIO,HERIDO,1
03/06/2015,68,SANTANDER,68755,SOCORRO,HERIDO,1
03/06/2015,70,SUCRE,70001,SINCELEJO,HERIDO,1
03/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
03/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
04/06/2015,18,CAQUETA,18756,SOLANO,HERIDO,1
04/06/2015,18,CAQUETA,18247,EL DONCELLO,HERIDO,1
04/06/2015,18,CAQUETA,18247,EL DONCELLO,HERIDO,1
04/06/2015,85,CASANARE,85250,PAZ DE ARIPORO,ASESINADO,2
04/06/2015,18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,HERIDO,1
04/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
04/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
04/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
04/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
04/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
05/06/2015,19,CAUCA,19212,CORINTO,HERIDO,1
05/06/2015,54,NORTE DE SANTANDER,54001,CUCUTA,HERIDO,3
05/06/2015,68,SANTANDER,68679,SAN GIL,HERIDO,1
05/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
06/06/2015,76,VALLE DEL CAUCA,76233,DAGUA,HERIDO,1
06/06/2015,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,ASESINADO,1
06/06/2015,19,CAUCA,19318,GUAPI,HERIDO,1
06/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
06/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
06/06/2015,52,NARIÑO,52405,LEIVA,HERIDO,1
06/06/2015,52,NARIÑO,52405,LEIVA,HERIDO,1
06/06/2015,68,SANTANDER,68077,BARBOSA,HERIDO,1
06/06/2015,68,SANTANDER,68077,BARBOSA,HERIDO,2
07/06/2015,05,ANTIOQUIA,05088,BELLO,HERIDO,1
07/06/2015,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,2
07/06/2015,25,CUNDINAMARCA,25290,FUSAGASUGA,HERIDO,1
07/06/2015,25,CUNDINAMARCA,25290,FUSAGASUGA,HERIDO,1
07/06/2015,25,CUNDINAMARCA,25290,FUSAGASUGA,HERIDO,1
07/06/2015,41,HUILA,41001,NEIVA,HERIDO,1
07/06/2015,52,NARIÑO,52079,BARBACOAS,HERIDO,1
07/06/2015,54,NORTE DE SANTANDER,54871,VILLA CARO,HERIDO,1
07/06/2015,70,SUCRE,70001,SINCELEJO,HERIDO,1
07/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
08/06/2015,19,CAUCA,19780,SUAREZ,ASESINADO,1
08/06/2015,05,ANTIOQUIA,05310,GOMEZ PLATA,HERIDO,1
08/06/2015,05,ANTIOQUIA,05315,GUADALUPE,HERIDO,1
08/06/2015,05,ANTIOQUIA,05887,YARUMAL,HERIDO,1
08/06/2015,19,CAUCA,19573,PUERTO TEJADA,HERIDO,1
08/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
08/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
08/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
08/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
08/06/2015,50,META,50001,VILLAVICENCIO,HERIDO,1
09/06/2015,05,ANTIOQUIA,05679,SANTA BARBARA,HERIDO,2
09/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
10/06/2015,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,HERIDO,1
10/06/2015,18,CAQUETA,18756,SOLANO,HERIDO,1
10/06/2015,27,CHOCO,27160,CERTEGUI,ASESINADO,1
10/06/2015,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
10/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
10/06/2015,73,TOLIMA,73001,IBAGUE,HERIDO,1
10/06/2015,73,TOLIMA,73001,IBAGUE,HERIDO,1
10/06/2015,73,TOLIMA,73001,IBAGUE,HERIDO,1
10/06/2015,73,TOLIMA,73001,IBAGUE,HERIDO,1
11/06/2015,19,CAUCA,19807,TIMBIO,ASESINADO,3
11/06/2015,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,HERIDO,1
12/06/2015,52,NARIÑO,52215,CORDOBA,ASESINADO,1
12/06/2015,52,NARIÑO,52215,CORDOBA,ASESINADO,1
12/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
12/06/2015,52,NARIÑO,52215,CORDOBA,HERIDO,1
12/06/2015,52,NARIÑO,52405,LEIVA,HERIDO,1
12/06/2015,52,NARIÑO,52621,ROBERTO PAYAN,HERIDO,1
13/06/2015,76,VALLE DEL CAUCA,76520,PALMIRA,HERIDO,1
14/06/2015,50,META,50330,MESETAS,HERIDO,1
14/06/2015,76,VALLE DEL CAUCA,76275,FLORIDA,HERIDO,1
14/06/2015,18,CAQUETA,18756,SOLANO,HERIDO,1
14/06/2015,76,VALLE DEL CAUCA,76275,FLORIDA,HERIDO,1
14/06/2015,05,ANTIOQUIA,05145,CARAMANTA,HERIDO,1
14/06/2015,15,BOYACA,15368,JERICO,HERIDO,1
14/06/2015,15,BOYACA,15759,SOGAMOSO,HERIDO,1
14/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
14/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
14/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
14/06/2015,41,HUILA,41001,NEIVA,HERIDO,1
14/06/2015,41,HUILA,41001,NEIVA,HERIDO,1
14/06/2015,52,NARIÑO,52256,EL ROSARIO,HERIDO,1
14/06/2015,76,VALLE DEL CAUCA,76109,BUENAVENTURA,HERIDO,2
15/06/2015,68,SANTANDER,68673,SAN BENITO,ASESINADO,1
15/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
15/06/2015,86,PUTUMAYO,86219,COLON,HERIDO,1
15/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
16/06/2015,68,SANTANDER,68081,BARRANCABERMEJA,HERIDO,1
16/06/2015,73,TOLIMA,73168,CHAPARRAL,HERIDO,1
16/06/2015,73,TOLIMA,73168,CHAPARRAL,HERIDO,1
16/06/2015,81,ARAUCA,81065,ARAUQUITA,ASESINADO,1
16/06/2015,68,SANTANDER,68081,BARRANCABERMEJA,HERIDO,1
16/06/2015,73,TOLIMA,73168,CHAPARRAL,HERIDO,1
16/06/2015,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
16/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
16/06/2015,52,NARIÑO,52079,BARBACOAS,HERIDO,1
16/06/2015,68,SANTANDER,68167,CHARALA,HERIDO,2
17/06/2015,05,ANTIOQUIA,05107,BRICEÑO,ASESINADO,1
17/06/2015,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,ASESINADO,1
17/06/2015,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,ASESINADO,1
17/06/2015,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,ASESINADO,1
17/06/2015,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,ASESINADO,1
17/06/2015,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,HERIDO,1
17/06/2015,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,HERIDO,1
17/06/2015,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,HERIDO,1
17/06/2015,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,HERIDO,1
17/06/2015,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,HERIDO,1
17/06/2015,05,ANTIOQUIA,05045,APARTADO,ASESINADO,1
17/06/2015,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
17/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
17/06/2015,25,CUNDINAMARCA,25126,CAJICA,HERIDO,1
17/06/2015,68,SANTANDER,68001,BUCARAMANGA,HERIDO,1
17/06/2015,70,SUCRE,70670,SAMPUES,HERIDO,1
17/06/2015,73,TOLIMA,73001,IBAGUE,HERIDO,1
18/06/2015,18,CAQUETA,18592,PUERTO RICO,ASESINADO,1
18/06/2015,18,CAQUETA,18592,PUERTO RICO,ASESINADO,1
18/06/2015,18,CAQUETA,18592,PUERTO RICO,HERIDO,1
18/06/2015,18,CAQUETA,18592,PUERTO RICO,HERIDO,1
18/06/2015,18,CAQUETA,18592,PUERTO RICO,HERIDO,1
18/06/2015,18,CAQUETA,18592,PUERTO RICO,HERIDO,1
18/06/2015,17,CALDAS,17001,MANIZALES,HERIDO,1
18/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,3
18/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
18/06/2015,25,CUNDINAMARCA,25126,CAJICA,HERIDO,1
18/06/2015,25,CUNDINAMARCA,25290,FUSAGASUGA,HERIDO,1
18/06/2015,52,NARIÑO,52233,CUMBITARA,HERIDO,2
18/06/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,1
18/06/2015,68,SANTANDER,68001,BUCARAMANGA,HERIDO,1
18/06/2015,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,HERIDO,1
19/06/2015,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,HERIDO,1
19/06/2015,50,META,50400,LEJANIAS,ASESINADO,1
19/06/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,1
19/06/2015,50,META,50400,LEJANIAS,HERIDO,1
19/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,13
19/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
19/06/2015,76,VALLE DEL CAUCA,76892,YUMBO,HERIDO,1
20/06/2015,05,ANTIOQUIA,05040,ANORI,HERIDO,1
20/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
20/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
20/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
20/06/2015,68,SANTANDER,68655,SABANA DE TORRES,HERIDO,1
20/06/2015,73,TOLIMA,73001,IBAGUE,HERIDO,1
21/06/2015,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
21/06/2015,05,ANTIOQUIA,05001,MEDELLIN,HERIDO,1
21/06/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,2
21/06/2015,13,BOLIVAR,13001,CARTAGENA,HERIDO,2
21/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
21/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
21/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
21/06/2015,54,NORTE DE SANTANDER,54810,TIBU,HERIDO,1
22/06/2015,54,NORTE DE SANTANDER,54800,TEORAMA,HERIDO,1
22/06/2015,54,NORTE DE SANTANDER,54800,TEORAMA,ASESINADO,1
22/06/2015,54,NORTE DE SANTANDER,54800,TEORAMA,ASESINADO,1
22/06/2015,54,NORTE DE SANTANDER,54800,TEORAMA,ASESINADO,1
22/06/2015,19,CAUCA,19821,TORIBIO,HERIDO,1
22/06/2015,54,NORTE DE SANTANDER,54800,TEORAMA,HERIDO,1
22/06/2015,54,NORTE DE SANTANDER,54800,TEORAMA,HERIDO,1
22/06/2015,50,META,50400,LEJANIAS,HERIDO,1
22/06/2015,54,NORTE DE SANTANDER,54800,TEORAMA,ASESINADO,1
22/06/2015,85,CASANARE,85001,YOPAL,HERIDO,1
22/06/2015,41,HUILA,41016,AIPE,HERIDO,1
22/06/2015,66,RISARALDA,66687,SANTUARIO,HERIDO,1
22/06/2015,76,VALLE DEL CAUCA,76892,YUMBO,HERIDO,1
23/06/2015,54,NORTE DE SANTANDER,54810,TIBU,HERIDO,1
23/06/2015,54,NORTE DE SANTANDER,54498,OCAÑA,HERIDO,1
23/06/2015,05,ANTIOQUIA,05736,SEGOVIA,HERIDO,1
23/06/2015,08,ATLANTICO,08001,BARRANQUILLA,HERIDO,1
24/06/2015,05,ANTIOQUIA,05736,SEGOVIA,HERIDO,1
24/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
25/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
25/06/2015,41,HUILA,41668,SAN AGUSTIN,HERIDO,1
25/06/2015,76,VALLE DEL CAUCA,76520,PALMIRA,HERIDO,1
26/06/2015,05,ANTIOQUIA,05045,APARTADO,ASESINADO,1
26/06/2015,05,ANTIOQUIA,05045,APARTADO,HERIDO,1
26/06/2015,54,NORTE DE SANTANDER,54810,TIBU,HERIDO,1
26/06/2015,86,PUTUMAYO,86568,PUERTO ASIS,HERIDO,1
26/06/2015,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,HERIDO,1
27/06/2015,41,HUILA,41551,PITALITO,HERIDO,1
27/06/2015,50,META,50001,VILLAVICENCIO,HERIDO,2
27/06/2015,63,QUINDIO,63130,CALARCA,HERIDO,1
28/06/2015,52,NARIÑO,52079,BARBACOAS,HERIDO,1
28/06/2015,73,TOLIMA,73001,IBAGUE,HERIDO,1
28/06/2015,76,VALLE DEL CAUCA,76100,BOLIVAR,HERIDO,1
29/06/2015,05,ANTIOQUIA,05206,CONCEPCION,HERIDO,2
29/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
29/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,2
29/06/2015,11,BOGOTA D.C.,11001,"BOGOTA, D.C.",HERIDO,1
29/06/2015,63,QUINDIO,63130,CALARCA,HERIDO,1
29/06/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
30/06/2015,05,ANTIOQUIA,05361,ITUANGO,HERIDO,1
30/06/2015,54,NORTE DE SANTANDER,54810,TIBU,ASESINADO,1
30/06/2015,05,ANTIOQUIA,05190,CISNEROS,HERIDO,2
30/06/2015,05,ANTIOQUIA,05250,EL BAGRE,HERIDO,1
30/06/2015,27,CHOCO,27075,BAHIA SOLANO,HERIDO,1
30/06/2015,54,NORTE DE SANTANDER,54810,TIBU,HERIDO,1
01/07/2015,05,ANTIOQUIA,05038,ANGOSTURA,ASESINADO,1
01/07/2015,05,ANTIOQUIA,05038,ANGOSTURA,HERIDO,1
01/07/2015,05,ANTIOQUIA,05038,ANGOSTURA,HERIDO,1
01/07/2015,05,ANTIOQUIA,05038,ANGOSTURA,HERIDO,1
01/07/2015,05,ANTIOQUIA,05038,ANGOSTURA,HERIDO,1
01/07/2015,41,HUILA,41078,BARAYA,ASESINADO,1
01/07/2015,41,HUILA,41078,BARAYA,ASESINADO,1
01/07/2015,50,META,50313,GRANADA,ASESINADO,1
01/07/2015,50,META,50313,GRANADA,HERIDO,2
01/07/2015,50,META,50001,VILLAVICENCIO,HERIDO,1
01/07/2015,76,VALLE DEL CAUCA,76001,CALI,HERIDO,1
02/07/2015,18,CAQUETA,18410,LA MONTAÑITA,HERIDO,1
02/07/2015,25,CUNDINAMARCA,25740,SIBATE,HERIDO,1
03/07/2015,19,CAUCA,19212,CORINTO,ASESINADO,1
03/07/2015,54,NORTE DE SANTANDER,54800,TEORAMA,HERIDO,1
03/07/2015,52,NARIÑO,52835,SAN ANDRES DE TUMACO,HERIDO,1
03/07/2015,19,CAUCA,19212,CORINTO,HERIDO,1
03/07/2015,81,ARAUCA,81794,TAME,HERIDO,1
